name,sex,ID_card,phone_number,email,company,career,credit_card_number,credit_limit,application_date,address
刘娜,F,450329193504228241,13538479591,liuping@gmail.com,联软传媒有限公司,其他,630456188014,5756,2020-08-01 09:57:41,澳门特别行政区淮安县城东李路f座 396658
金莹,F,361027194509248895,18147864664,yan61@yahoo.com,立信电子信息有限公司,内科医生,3529970590607255,25304,2019-11-19 18:19:58,安徽省红市长寿台北路t座 959189
张宇,M,14030119560706119X,15288148726,xuejing@yahoo.com,浦华众城科技有限公司,建筑安装施工员,060443149046,114031,2020-06-20 01:51:45,四川省海口县淄川苟街H座 969487
胡波,M,420822196309151649,14531829406,yan96@gmail.com,方正科技科技有限公司,经销商,2460764479118440,74072,2020-05-24 21:48:54,山东省南昌县南长翟路K座 747840
何文,F,370302195802202292,15190267247,pzhu@yahoo.com,时刻科技有限公司,兽医,4570071946162,195860,2020-05-20 02:02:56,山东省莹县黄浦赵路k座 646801
张丽,M,211204195601014352,18146830092,ilong@yahoo.com,晖来计算机网络有限公司,海关事务管理,213145981761931,131095,2020-05-24 00:59:33,宁夏回族自治区荣县华龙武汉街O座 132431
朱想,M,542429199201110007,13419556116,chenxiuying@hotmail.com,凌颖信息网络有限公司,技工,4262824483195632884,4717,2019-11-30 23:26:35,广西壮族自治区西安县沙市台北路P座 778840
范荣,M,220523199008272267,18084458244,edong@hotmail.com,网新恒天信息有限公司,建筑制图/模型/渲染,4553395303756552,106686,2019-10-04 14:28:45,上海市畅县高港辛集街U座 314122
张晶,M,411725196310188345,13466701643,xiulanwang@yahoo.com,四通信息有限公司,货运司机,4800103719737989,21348,2020-06-15 03:32:23,广东省济南市花溪兴安盟路e座 562059
洪桂兰,M,350681199506132011,13774075917,duqiang@gmail.com,新宇龙信息科技有限公司,汽车检验/检测,4392601976001,54217,2019-11-22 00:59:33,重庆市马鞍山市南湖武汉街I座 179099
钟桂香,M,430701196511169900,15954158757,fzeng@yahoo.com,华泰通安传媒有限公司,西班牙语翻译,676317224910,2444,2020-01-10 16:56:26,上海市天津县高明佘路f座 976974
陈桂兰,F,211281197701035005,18708437546,vwen@hotmail.com,数字100网络有限公司,SEO/SEM,574365426000,176514,2020-08-17 00:11:55,陕西省银川市白云南宁街P座 351984
元浩,F,340123196203176512,18246555367,xye@gmail.com,合联电子科技有限公司,商务经理,4972242813547,173044,2020-04-02 09:45:15,福建省银川县丰都刘路e座 862042
卢桂荣,F,331001198507117401,13839606473,fangxiao@hotmail.com,国讯网络有限公司,机场代表,4163082380975097,12511,2020-08-14 02:24:11,甘肃省北镇县朝阳舒街b座 441020
林慧,M,330201196905080932,15224990021,juan85@hotmail.com,合联电子信息有限公司,钣金工,3599780483489900,110682,2020-08-12 00:40:58,青海省上海县秀英沈阳街r座 740200
田红霞,F,411527195507038321,18272278794,shenjie@gmail.com,华远软件网络有限公司,培训讲师,30485231971919,132496,2020-03-25 22:04:37,吉林省宁市白云拉萨路s座 562101
薛桂芳,M,340504194507151430,13564479845,xiulan69@yahoo.com,和泰传媒有限公司,前台接待/总机/接待生,4319914832399125,163668,2020-01-08 07:31:51,山西省澳门县长寿哈尔滨路b座 151097
邱琴,F,371427193901213530,13047042414,lxie@hotmail.com,襄樊地球村传媒有限公司,彩妆培训师,4628229490577763,127295,2020-02-04 00:43:10,吉林省梧州县萧山邯郸街c座 725875
刘宁,M,361181197907231009,18287313924,gcui@hotmail.com,万迅电脑信息有限公司,房地产项目/策划经理,2236232279962709,85822,2020-07-28 12:26:52,湖南省杰县怀柔张街g座 247744
周冬梅,M,630104194212305495,13072717909,jing84@yahoo.com,浦华众城传媒有限公司,管家部经理/主管,3547542331344783,10225,2020-03-03 07:35:18,上海市福州县璧山兴城路i座 646463
左涛,F,330424199011166306,15768337437,na55@hotmail.com,天益网络有限公司,物业招商/租赁/租售,378761530585141,27429,2020-08-12 07:58:55,内蒙古自治区天津市黄浦太原路n座 914899
史桂芳,M,511323195912146542,14594236720,edai@gmail.com,良诺网络有限公司,印刷排版/制版,4304371547078867309,170818,2020-05-09 13:14:40,安徽省拉萨市萧山北镇街R座 949113
林淑珍,M,21068120001220821X,15648830435,fanghu@hotmail.com,中建创业科技有限公司,酒店/宾馆销售,4387018105645748,190458,2019-09-11 16:44:23,内蒙古自治区马鞍山县东丽北镇街I座 549691
韩秀云,M,15082519760203890X,13862902311,chenggang@hotmail.com,创亿信息有限公司,网站策划,379505469774856,191341,2019-11-02 18:39:42,云南省福州市西峰通辽街n座 193448
王建国,F,511423194812128874,15612923922,vxiang@hotmail.com,济南亿次元科技有限公司,礼仪/迎宾,579372100001,88748,2020-07-30 20:40:06,甘肃省巢湖县崇文潜江路E座 828115
徐建军,M,321323195301219882,18891123527,liaoyong@hotmail.com,佳禾信息有限公司,有线传输工程师,4802970075681011,12010,2019-11-30 09:48:10,福建省瑞市长寿巢湖街C座 294804
谢秀珍,F,150403197810097883,15578748177,xqin@hotmail.com,盟新网络有限公司,助理业务跟单,2720581747591372,126177,2020-06-19 11:37:43,贵州省永安市高坪兴城路V座 186439
查娜,F,140928195302015160,18720903203,kdong@gmail.com,华成育卓信息有限公司,软件UI设计师/工程师,4267783091979,149464,2020-05-05 18:27:57,新疆维吾尔自治区南昌市大东合山街s座 764751
何亮,M,431281194809045835,15786516862,omeng@gmail.com,四通信息有限公司,计算机软件,30186580300748,173936,2020-06-24 13:36:01,内蒙古自治区东莞县梁平郭路o座 660522
周超,F,410183198409164115,18090991280,guiying87@hotmail.com,太极科技有限公司,其他,3588269415203160,94790,2020-01-15 23:06:15,河南省冬梅县秀英樊路t座 784430
王磊,F,440511198101311794,15943538283,jing64@yahoo.com,数字100网络有限公司,电子商务专员,30549963014642,50687,2019-10-02 05:28:58,北京市兴城市花溪杭州街C座 185202
杨敏,F,321282198903115608,18021315511,min42@gmail.com,鑫博腾飞科技有限公司,中国方言翻译,589302165735,58232,2020-07-22 07:41:28,西藏自治区淮安县大兴张街U座 228527
金凤英,F,511133195908279213,15504186216,guiying91@gmail.com,浦华众城网络有限公司,调色员,213179554594338,198743,2019-10-09 11:40:04,辽宁省呼和浩特县淄川凌路J座 469509
萧明,M,370812193401184266,13039755666,chao31@hotmail.com,晖来计算机信息有限公司,生态治理/规划,6543975017803119,187869,2019-09-09 18:20:26,河北省澳门县友好潘街X座 897553
游秀华,F,330103198405187991,13883359446,heli@gmail.com,太极传媒有限公司,销售总监,3518097836098181,59390,2020-05-16 11:21:41,新疆维吾尔自治区敏县朝阳惠州路l座 401779
张强,M,420682194605103306,15942490668,iguo@yahoo.com,菊风公司网络有限公司,其他,213124605500397,100084,2019-10-13 05:54:47,内蒙古自治区秀芳市安次陈路p座 127033
刘勇,F,610203195302014886,18076111759,na41@hotmail.com,彩虹信息有限公司,瘦身顾问,2715963711484650,22082,2020-02-09 23:30:46,山西省玉英县西夏孔路O座 518545
罗荣,F,341524196301202226,13846780592,xyuan@yahoo.com,群英信息有限公司,校对/录入,30347176471810,197160,2020-08-18 17:49:00,广东省磊市高明阜新路J座 784729
张玉兰,M,230403197211270672,15765185070,rliang@yahoo.com,浦华众城传媒有限公司,熟食加工,5535221108607024,76151,2019-09-23 21:44:37,河南省南京县双滦西宁街Q座 266230
李龙,F,500117195705315672,15741338545,juan36@yahoo.com,银嘉传媒有限公司,其他,6523559024293136,76896,2020-07-28 21:52:39,上海市秀华市长寿太原路T座 524950
许涛,M,430406193301051404,15324085332,daiguiying@hotmail.com,易动力科技有限公司,铣工,4749496114564014,152879,2020-01-04 08:33:51,山西省六安市上街深圳街I座 120520
郭春梅,M,511523195012058556,13473510162,shenyang@gmail.com,海创科技有限公司,网店淘宝,3527187402602547,38682,2019-09-17 02:59:48,广西壮族自治区大冶县六枝特海门路n座 517205
曾梅,F,53080219530614297X,13466296113,xuechao@gmail.com,鸿睿思博传媒有限公司,市场分析/调研人员,575994025386,173523,2019-11-25 15:41:56,河南省想市门头沟陈路h座 186323
赵建,M,620122194607055399,13734642560,min19@gmail.com,合联电子传媒有限公司,网站运营专员,30018256218831,17794,2020-05-31 00:44:43,福建省辉县蓟州辽阳街J座 841426
陈桂兰,F,620000196210277562,14524174781,chaomeng@yahoo.com,鑫博腾飞信息有限公司,食品/饮料研发,6011491715366527,132534,2019-10-16 00:56:28,台湾省勇市东丽石家庄路b座 640900
魏畅,F,13052119860914742X,13344948806,yzhao@hotmail.com,四通网络有限公司,婚礼/庆典策划服务,502040214160,52734,2020-03-10 20:03:34,陕西省海门县城北广州路V座 824007
田玉兰,F,360823194601095622,18239125866,ganglei@gmail.com,东方峻景信息有限公司,知识产权/专利/商标,4288035767564675882,79408,2020-02-20 11:48:05,广东省合肥县南溪鲍街t座 739534
王阳,M,51080219860924800X,13554651547,chao17@gmail.com,迪摩传媒有限公司,网站编辑,372451349934773,75498,2020-01-25 07:47:16,海南省台北市花溪沈阳街l座 322102
焦丹丹,M,43052819840820012X,13145983750,jinghao@hotmail.com,图龙信息传媒有限公司,首席运营官COO,3567204854834196,190827,2020-06-17 03:42:25,四川省福州市城北阜新街j座 606523
王杰,F,340402194911295008,13268354376,yang84@gmail.com,联通时科科技有限公司,销售工程师,342876920137478,198495,2019-12-03 12:04:34,湖南省北镇县滨城荆门路w座 265751
马梅,M,410328195202169683,13046142105,huchao@gmail.com,鸿睿思博传媒有限公司,其他,2234900779865893,7563,2019-09-22 01:38:34,广西壮族自治区伟县长寿卢路Q座 461321
宋雪梅,M,360729196902019107,18134273518,fang85@hotmail.com,恒聪百汇科技有限公司,信贷管理,630408324055,91902,2019-12-25 20:16:07,广西壮族自治区玉英县沈北新辽阳路S座 160884
吴凯,F,140222198805148982,18598424057,guiying55@gmail.com,南康传媒有限公司,业务分析专员/助理,639048053404,104563,2020-04-03 05:06:12,广东省文县吉区曾街e座 613037
黄秀珍,M,51343219610913468X,15300785781,tyu@yahoo.com,精芯科技有限公司,会计经理/会计主管,30062794196422,81680,2020-01-09 12:10:29,上海市小红县浔阳曾街d座 314161
陈瑞,M,130804196410136492,18935571694,xiulanwu@gmail.com,昊嘉科技有限公司,汽车/摩托车工程师,180017877341244,34911,2020-05-31 08:02:19,吉林省沈阳县江北关岭街j座 594981
陈敏,M,341225196007083326,18919982506,jyu@hotmail.com,九方信息有限公司,板房/楦头/底格出格师,6011084219427521,161703,2020-06-22 00:10:48,河北省丹县海港王街v座 376148
杨军,F,23108419471201825X,18830666226,liaoxia@yahoo.com,兰金电子网络有限公司,采购助理,503828868805,5412,2020-06-05 23:33:26,海南省兰英市山亭沈阳路e座 803043
余利,F,371000193606194347,15820715440,xiuying14@yahoo.com,佳禾网络有限公司,电子商务总监,379671020376290,80446,2020-06-17 02:23:32,台湾省琳县高坪广州街W座 612983
苗芳,M,340522194609146336,13200059101,zliao@hotmail.com,信诚致远信息有限公司,外科医生,4689008382091,100228,2020-03-27 18:34:05,四川省济南县淄川广州街W座 904637
邢桂芳,F,350502196810096938,14531969635,yanggong@yahoo.com,方正科技信息有限公司,FAE 现场应用工程师,4763628110712764,121959,2019-12-19 03:01:58,安徽省鑫县闵行倪街H座 545508
陈萍,F,632700197710256879,15223570803,na86@gmail.com,恒聪百汇科技有限公司,其他,4969070493527811347,122770,2020-05-21 16:16:00,山西省金凤县静安徐路a座 704681
陈慧,F,450108195011292612,13476040412,gang44@yahoo.com,图龙信息科技有限公司,大数据开发/分析,378214427993556,65598,2019-08-28 05:14:04,云南省大冶县六枝特合肥路c座 832760
傅红霞,M,341301194611141081,15128458716,xiaona@gmail.com,九方传媒有限公司,信用卡销售,180032946419871,118516,2020-02-27 04:15:00,陕西省静市翔安贵阳路Y座 132760
郑想,M,310104193908190199,13257070512,wei47@hotmail.com,MBP软件科技有限公司,房地产中介/置业顾问,3587990890365668,163921,2020-06-22 11:54:40,北京市凤英县清浦王街P座 890788
林红霞,F,220802198109193875,18837379192,tangxia@gmail.com,凌云信息有限公司,副总经理/副总裁,38216147262008,138052,2019-12-13 23:54:49,宁夏回族自治区拉萨县南湖大冶路u座 111398
刘玉英,M,230208193209287400,18983031500,gaoping@yahoo.com,东方峻景传媒有限公司,互联网/电子商务/网游,4679378275179291,186535,2020-08-10 11:46:09,海南省关岭市花溪南昌路K座 937522
许华,F,411600198704215015,15762666914,junduan@hotmail.com,济南亿次元信息有限公司,销售人员,36195205823913,98207,2019-11-01 20:02:17,福建省杭州县丰都通辽街H座 885740
林艳,F,130125198311089814,13047766574,lfang@yahoo.com,昊嘉科技有限公司,网络维修,6584827763799381,119446,2019-10-22 11:56:37,甘肃省瑜市高港姜路S座 933572
胡金凤,F,542526199811139794,13205836046,jingmeng@yahoo.com,银嘉网络有限公司,预结算员,4709962256536423,190565,2019-11-07 07:36:04,湖北省颖市海港杨街W座 869863
曹坤,M,411381195204256943,18003137339,xiulan45@yahoo.com,华远软件传媒有限公司,纺织工,3591555618203535,179957,2020-03-08 22:41:29,台湾省邯郸市崇文马鞍山街q座 148419
刘玉,F,370103193811042258,14593727336,vkang@hotmail.com,联通时科传媒有限公司,理货员,3504302297737715,136094,2020-08-07 14:08:17,西藏自治区香港市沈河南京街u座 947266
李娟,F,41060219510203248X,18194306106,vcai@hotmail.com,联软网络有限公司,工艺工程师,3528105346863677,197118,2020-08-09 12:38:58,澳门特别行政区欣县华龙刘街L座 318542
韩婷,M,410505195302193927,13238658830,fuxia@gmail.com,飞利信科技有限公司,绩效考核专员/助理,4204776748174,62427,2020-05-10 19:50:00,山西省萍县魏都哈尔滨路a座 720541
赵慧,M,361126194109152797,13089883662,lkong@gmail.com,晖来计算机科技有限公司,外科医生,6011588434779714,41730,2020-05-01 02:18:45,内蒙古自治区海口县华龙北京路V座 484530
唐敏,F,420000194702103095,18130820297,houyan@hotmail.com,浙大万朋科技有限公司,经纪人/星探,180064981064254,88147,2020-03-31 14:10:31,吉林省涛市静安佛山路k座 432483
张婷婷,F,320507193803060104,18261696811,fangwei@hotmail.com,方正科技传媒有限公司,模具工,4888702499187342,112685,2020-08-06 04:10:47,海南省云市沙湾齐齐哈尔街h座 828437
李淑珍,M,411202196712111891,15687273294,pingwan@hotmail.com,凌颖信息传媒有限公司,融资经理/融资主管,3513522809228254,128543,2019-11-21 13:17:03,江西省玲市永川潜江路B座 636302
郭凯,F,230382194507174942,18540093638,suqiang@yahoo.com,新宇龙信息科技有限公司,服装/纺织/皮革,213196405898742,34527,2020-05-05 08:37:35,浙江省海口市南溪贵阳街P座 234949
毕秀英,M,510722193508203352,13566910029,mdu@yahoo.com,时刻信息有限公司,裁床,3529016799620853,49937,2020-03-12 06:01:10,安徽省宜都市蓟州南宁路C座 628727
严林,F,220203193604164458,15197692688,xiuyingshi@yahoo.com,联通时科信息有限公司,知识产权/专利/商标,3537762427407607,87498,2020-06-30 12:13:36,内蒙古自治区马鞍山市双滦王街m座 282307
徐飞,F,21030119510102383X,18863740523,leicui@hotmail.com,同兴万点传媒有限公司,钻工,4599100088191,134792,2019-11-10 08:38:45,上海市宁市城北彭路p座 451706
任强,M,210801197611224494,18133606167,wei98@hotmail.com,开发区世创科技有限公司,技术支持/维护工程师,30492225130684,102569,2020-03-09 01:40:32,内蒙古自治区慧县大东惠州街q座 943300
李宇,F,511622193901107557,18099976860,xiuying49@gmail.com,新宇龙信息传媒有限公司,人事助理,375077736266367,25234,2020-03-13 23:39:58,山西省宜都市山亭重庆路v座 565585
严波,F,460107198606181910,13005179356,lkong@hotmail.com,新宇龙信息网络有限公司,室内设计,6507919518759341,38504,2020-01-01 01:29:56,澳门特别行政区兴安盟市沈北新潮州街U座 627494
刘龙,M,330903199911260643,18912157037,xgu@gmail.com,易动力科技有限公司,其他,180097651255083,129902,2020-04-19 09:13:56,内蒙古自治区刚市高明邯郸街Z座 577219
陈娟,F,610424196802281347,15519084825,jing41@yahoo.com,鸿睿思博网络有限公司,钳工,4236618676985085924,78384,2020-07-13 22:09:52,青海省丹丹市双滦海门街A座 679565
刘桂荣,M,31000019350727063X,13469967166,ming89@gmail.com,维旺明网络有限公司,会务/会展专员,347651773243318,87270,2019-09-02 04:01:52,北京市沈阳市山亭天津街M座 350543
赵婷,F,542622196907179084,15717038547,junxu@hotmail.com,开发区世创传媒有限公司,测试员,30183491611016,95611,2019-10-02 14:01:40,陕西省坤市兴山辽阳路L座 392527
范博,F,210212195604044898,13526920088,duanmin@hotmail.com,凌云网络有限公司,验光师,6011212953991853,169632,2020-05-25 11:22:45,新疆维吾尔自治区惠州市海港台北街Q座 785916
朱强,M,130984198905039930,15032606832,guxiuying@hotmail.com,数字100传媒有限公司,临床研究员,4246987492555,51532,2019-10-31 17:48:29,重庆市银川市丰都卢街d座 827607
王勇,F,511500199508304742,15229165236,qyuan@gmail.com,七喜网络有限公司,体系工程师,30428132949808,114502,2019-12-06 23:39:41,江西省建平市金平陈街E座 295257
覃琴,F,440703198905218561,13607311952,yinguiying@yahoo.com,维旺明传媒有限公司,电气/电器工程师,5472848873934301,88874,2019-12-17 00:52:46,山东省南宁县城北陈路k座 238982
程凤兰,M,341322195009066433,13561268186,xiulanmao@yahoo.com,联软网络有限公司,首席执行官CEO/总裁/总经理,3581230203776129,138288,2020-06-16 15:09:47,内蒙古自治区银川县南溪南宁路A座 217541
杨俊,F,340222199107148952,18110358464,qiang31@hotmail.com,和泰信息有限公司,其他,3560645463527489,76492,2020-01-19 08:55:57,湖北省银川市东城兴安盟路P座 431269
蓝秀云,F,211000198112066247,18879463259,renxia@gmail.com,惠派国际公司传媒有限公司,材料工程师,180040733157018,57905,2020-06-22 04:43:25,新疆维吾尔自治区艳县孝南韦街z座 560828
原俊,F,36073519700715913X,15158227341,mamin@gmail.com,图龙信息信息有限公司,采购总监,4410204945247793,22161,2020-03-24 18:14:23,江苏省哈尔滨市南湖陈街J座 147451
胡玉珍,F,130481195003082198,15543551311,whe@hotmail.com,海创科技有限公司,综合业务专员,3565227935710764,97516,2019-11-06 07:47:02,江西省哈尔滨市大东汪路T座 237851
张海燕,F,230400197212029814,15112835252,fang99@yahoo.com,时空盒数字传媒有限公司,泰语翻译,4768724689615,146835,2020-06-12 17:07:09,广西壮族自治区玉英县永川张街d座 147416
马华,F,320826198706266045,15295494748,dengming@hotmail.com,信诚致远网络有限公司,发型助理/学徒,30003750549220,149027,2019-08-31 11:53:58,河南省俊县海陵马鞍山路h座 606429
张柳,F,230501198602134755,13489659224,pjiang@yahoo.com,飞利信网络有限公司,前台迎宾,180042813089343,125827,2019-12-19 00:36:17,山东省燕市平山沈阳路l座 320065
沈楠,F,630200198709225536,13821403112,weiwei@hotmail.com,泰麒麟传媒有限公司,运动健身,503897512342,117417,2020-02-06 07:31:05,广西壮族自治区彬县大兴杨路u座 521367
崔健,M,542124198601166904,13879320984,yantian@hotmail.com,时空盒数字科技有限公司,贸易/外贸专员/助理,630470167655,149141,2020-01-25 18:45:03,台湾省柳县山亭陈路D座 880040
王淑华,M,530300196106090970,15570620387,yuyang@gmail.com,佳禾科技有限公司,其他,6011480819650209,112121,2020-03-29 04:38:36,贵州省岩县花溪范街M座 138490
王玉,M,654225195709090812,13521614542,fang62@hotmail.com,国讯传媒有限公司,其他,3586611886407931,129374,2019-09-07 08:58:22,浙江省丽丽市沙市吕街U座 852454
姜楠,F,450100198309220403,13687501129,wma@gmail.com,超艺科技有限公司,手机维修,2484309789562234,190325,2020-05-23 03:32:29,江西省北镇县永川哈尔滨路T座 576480
王海燕,M,44060819531024582X,18001557287,kxia@hotmail.com,快讯信息有限公司,物流总监,4674875425660,151772,2020-04-10 05:50:04,重庆市合山县华龙潘路B座 121185
孟莉,M,441823194010052568,13312502382,xsong@yahoo.com,浦华众城科技有限公司,经纪人/星探,4044097656049729,160433,2020-07-19 14:19:37,台湾省磊市友好林街J座 100920
赵超,F,130209199205300161,15247439182,jie42@yahoo.com,浦华众城传媒有限公司,保险客户服务/续期管理,4882703653808927,174181,2020-01-10 07:49:47,西藏自治区璐县合川周路Z座 311049
胡凤英,F,420901196708107569,14751177894,daixia@yahoo.com,超艺信息有限公司,销售工程师,4976263734890706,30786,2019-11-12 08:34:37,江苏省惠州市安次澳门街B座 366646
薛丽,F,532823194709297262,14573135508,na66@yahoo.com,数字100传媒有限公司,促销经理,4914430697914895686,9467,2020-01-29 21:13:41,广西壮族自治区太原县南长汪路J座 803152
陈秀珍,M,520327199904111256,13308396126,mingyan@gmail.com,南康网络有限公司,采购材料、设备质量管理,4873940377120269,125491,2020-04-16 06:23:54,浙江省玉珍市和平贵阳街X座 873099
李洋,F,131024198207288855,14532078318,zchang@yahoo.com,恒聪百汇传媒有限公司,其他,4686071490884544700,197808,2020-06-08 15:43:26,四川省台北县东城陈路w座 492261
陆明,M,360926196010021764,14505020503,qiangdu@hotmail.com,南康传媒有限公司,网络工程师,676384979438,85343,2019-09-17 21:11:25,四川省华县静安黄路d座 326502
王桂花,M,533422199111181658,15262830241,bmeng@hotmail.com,南康传媒有限公司,飞机维修机械师,501819811081,14769,2019-10-16 16:57:00,浙江省上海县静安长沙街G座 793203
李瑞,F,130928195311253193,14713581728,lding@gmail.com,泰麒麟网络有限公司,财务分析经理/主管,675968860030,171273,2019-09-05 00:20:08,西藏自治区帆市白云邯郸路Q座 281692
廖玉珍,F,511700196411259591,15777209412,xiongjie@gmail.com,恩悌传媒有限公司,环境/健康/安全经理/主管（EHS）,4063724411503,160273,2019-09-08 09:39:09,河北省婷婷县花溪方街L座 413458
徐玉华,F,650109194202224152,18835900268,exiang@hotmail.com,佳禾传媒有限公司,游泳教练,6584274305431217,123776,2019-10-03 21:00:09,吉林省海口市吉区淮安街V座 101799
李玉华,F,44538119491014816X,18275165639,chao15@hotmail.com,太极科技有限公司,开发报建,3547037751772951,35342,2019-11-16 07:45:01,陕西省金凤县门头沟陈路w座 423272
邱梅,M,110108193911053548,18053129400,yong78@gmail.com,飞海科技信息有限公司,软件工程师,6011214210366408,71126,2020-02-04 15:05:39,香港特别行政区长春市沙市潜江路Z座 815355
卜瑞,F,231024195106127307,13359121189,xiaqiang@yahoo.com,恒聪百汇科技有限公司,志愿者/社会工作者,342130952823724,4740,2020-07-07 10:38:53,甘肃省六盘水县浔阳潘街D座 876170
樊莉,M,440118193409230819,14767597310,chengjun@hotmail.com,快讯信息有限公司,投资/基金项目经理,3569879851893408,116533,2020-07-25 07:32:41,河北省潜江县涪城海门街E座 157200
张博,M,120110198905260862,15387925101,qchen@hotmail.com,天益传媒有限公司,服装领班,2259978488287740,3302,2020-05-28 03:45:27,澳门特别行政区帆市崇文邯郸街c座 415653
李阳,M,610825199212108677,13581641624,mingdeng@gmail.com,华远软件科技有限公司,食品/饮料研发,4483329612934282,20204,2019-12-15 17:16:07,广西壮族自治区佳市上街蔡路F座 267032
李桂珍,M,140726200008139592,18796872183,yangshao@gmail.com,时空盒数字传媒有限公司,保险内勤,3593354369127939,24979,2020-04-23 02:45:08,云南省秀荣县龙潭高街j座 375398
邱凤英,M,520382194705089799,18708776099,xiuying57@yahoo.com,戴硕电子传媒有限公司,钻工,4873287362368408864,28542,2020-04-27 20:51:49,辽宁省昆明市锡山许街y座 285423
邢桂芳,M,511324197410078995,13063068001,kongjing@yahoo.com,昂歌信息科技有限公司,医院/医疗/护理,6011827139825103,15482,2020-02-04 23:06:03,甘肃省娜县白云雷路y座 789043
侯建,M,41120119680707875X,13113110444,weifang@yahoo.com,思优科技有限公司,化妆品研发,4518786651999592,47730,2020-04-23 07:27:56,河北省成县牧野台北路T座 975386
夏宁,M,341101199509084182,18920810466,gangliu@hotmail.com,群英科技有限公司,订单处理员,501873522293,52068,2019-12-16 01:15:29,青海省帆市清浦南宁街J座 518387
朱杨,M,340208199406177553,13237754363,dengxiuying@hotmail.com,快讯传媒有限公司,兽医,3575836867624906,140233,2019-12-06 14:58:22,广西壮族自治区利县新城何街J座 807222
何秀兰,F,152221198509230946,13489310396,taodu@hotmail.com,襄樊地球村传媒有限公司,工业/产品设计,213188872173634,38710,2020-03-17 06:47:25,山西省畅县朝阳惠州街G座 991460
李丽华,M,222405193305031343,18089177713,xmo@hotmail.com,毕博诚信息有限公司,培训经理/主管,4447023581240467,90514,2020-07-29 23:56:15,台湾省建华县永川梧州路b座 489953
周桂兰,F,469026198506270897,13519284204,duna@gmail.com,凌颖信息科技有限公司,合规主管/专员,30481502692375,194535,2019-12-06 07:48:11,黑龙江省秀珍县平山宜都街E座 430878
袁萍,F,522627196903075470,15704876513,yangyang@yahoo.com,中建创业传媒有限公司,公司业务客户经理,30170773799098,32454,2019-11-24 22:26:38,贵州省梅县兴山周路U座 795045
陈玲,F,23040519870107361X,15313669251,xiangqiang@yahoo.com,巨奥传媒有限公司,钢筋工,4652104197797,87413,2020-04-28 01:28:11,天津市合山县海陵张街f座 449825
刘淑珍,M,450601193605066739,18619675413,duyang@gmail.com,太极科技有限公司,艺术/设计总监,376258411140551,100374,2020-04-28 00:09:01,新疆维吾尔自治区浩县梁平詹街F座 248128
何杨,M,411500199809187339,13314598357,iyu@hotmail.com,雨林木风计算机科技有限公司,工程/设备经理,3559721901033837,105488,2019-12-11 13:37:40,浙江省海口市南溪澳门街M座 993236
张萍,F,150121196502068556,13711993520,zhongping@hotmail.com,通际名联传媒有限公司,韩语/朝鲜语翻译,3579077671597683,48697,2020-06-18 19:30:14,广东省哈尔滨县浔阳马街u座 668509
牛桂珍,M,530126195706276312,18527161268,vduan@yahoo.com,趋势网络有限公司,钟点工,376824739986544,198323,2019-11-18 07:17:38,山东省文市房山张路T座 812197
金磊,F,152202197409064430,15157177401,jingkang@yahoo.com,恒聪百汇网络有限公司,教师,4564776161690554871,107745,2020-07-02 18:55:00,吉林省云县兴山沈街F座 259567
王丹丹,M,440523199810127180,18983643957,kchang@hotmail.com,迪摩信息有限公司,医药销售人员,4199678376696,85526,2020-07-15 23:58:36,海南省东莞县涪城乌鲁木齐路y座 861262
胡秀兰,F,360122197505083620,14786642018,yongpan@gmail.com,华远软件网络有限公司,银行,4911455091934345,23471,2020-06-08 23:10:28,河北省雪梅县西峰六安街E座 389886
萧玉珍,M,130402193511266482,15601321693,ashi@gmail.com,方正科技网络有限公司,其他,180021708921026,44600,2019-08-28 14:58:57,河南省琴县沙市巢湖路R座 277468
林博,M,441600199005121984,15194340192,fanghan@yahoo.com,盟新网络有限公司,研发总监/部长/专家,6011329042834660,10509,2020-04-05 01:35:47,广东省台北市朝阳贵阳街z座 585371
张利,F,330105199302261009,15555476155,yongxiao@gmail.com,方正科技网络有限公司,其他,6011756949624218,62734,2020-06-06 15:57:44,河北省东莞市淄川孙街L座 723288
秦秀英,M,370829196701069420,15921729402,lixiong@yahoo.com,图龙信息科技有限公司,银行客户总监,180082372542399,77315,2020-05-08 19:14:03,海南省兰州市新城裴街D座 361871
余艳,M,340202197608010287,15107190056,ming61@hotmail.com,时刻传媒有限公司,首席运营官COO,6011737599074425,163091,2020-07-15 03:33:57,河北省利县清河辛集路T座 958538
叶欣,M,511528195511156814,13537967686,linxiulan@yahoo.com,信诚致远信息有限公司,驻唱/歌手,4805242052040105832,82853,2020-07-03 19:22:02,云南省建国市朝阳李街O座 310819
杨静,F,533423196509236551,18686908583,gang53@yahoo.com,时刻网络有限公司,行政主厨/厨师长,370681397898619,53992,2020-05-08 20:52:11,宁夏回族自治区阳县和平方街n座 565837
陈鑫,M,23272119460916894X,18819878516,ping85@hotmail.com,华远软件科技有限公司,面点师,4590637557907,98323,2019-11-30 05:22:16,青海省柳州县沙市高街Q座 607347
罗桂芳,F,321012195101064518,15372794489,shaoyang@yahoo.com,群英信息有限公司,生物工程/生物制药,3537231066039915,193251,2020-03-20 23:31:32,澳门特别行政区东市静安兴城街k座 606848
